file, time_ms
py-sudokus/Size/2x3/Sudoku78_2x3 , 0.825065
py-sudokus/Size/2x3/Sudoku79_2x3 , 1.057417
py-sudokus/Size/2x3/Sudoku7_2x3 , 1.225294
py-sudokus/Size/2x3/Sudoku80_2x3 , 1.374313
py-sudokus/Size/2x3/Sudoku81_2x3 , 1.23847
py-sudokus/Size/2x3/Sudoku82_2x3 , 1.026588
py-sudokus/Size/2x3/Sudoku83_2x3 , 1.109749
py-sudokus/Size/2x3/Sudoku84_2x3 , 0.864091
py-sudokus/Size/2x3/Sudoku85_2x3 , 1.346149
py-sudokus/Size/2x3/Sudoku86_2x3 , 0.727636
py-sudokus/Size/2x3/Sudoku87_2x3 , 0.954014
py-sudokus/Size/2x3/Sudoku88_2x3 , 1.293732
py-sudokus/Size/2x3/Sudoku89_2x3 , 1.22931
py-sudokus/Size/2x3/Sudoku8_2x3 , 0.808977
py-sudokus/Size/2x3/Sudoku90_2x3 , 1.016521
py-sudokus/Size/2x3/Sudoku91_2x3 , 1.244644
py-sudokus/Size/2x3/Sudoku92_2x3 , 0.77457
py-sudokus/Size/2x3/Sudoku93_2x3 , 1.219791
py-sudokus/Size/2x3/Sudoku94_2x3 , 1.440454
py-sudokus/Size/2x3/Sudoku95_2x3 , 0.72126
py-sudokus/Size/2x3/Sudoku96_2x3 , 1.384129
py-sudokus/Size/2x3/Sudoku97_2x3 , 1.30611
py-sudokus/Size/2x3/Sudoku98_2x3 , 1.172446
py-sudokus/Size/2x3/Sudoku99_2x3 , 1.230891
py-sudokus/Size/2x3/Sudoku9_2x3 , 0.995575
py-sudokus/Size/2x4/Sudoku100_2x4 , 2.840524
py-sudokus/Size/2x4/Sudoku10_2x4 , 3.256532
py-sudokus/Size/2x4/Sudoku11_2x4 , 3.328667
py-sudokus/Size/2x4/Sudoku12_2x4 , 3.149994
py-sudokus/Size/2x4/Sudoku13_2x4 , 3.226167
py-sudokus/Size/2x4/Sudoku14_2x4 , 2.097808
py-sudokus/Size/2x4/Sudoku15_2x4 , 2.198147
py-sudokus/Size/2x4/Sudoku16_2x4 , 2.301029
py-sudokus/Size/2x4/Sudoku17_2x4 , 3.5278
py-sudokus/Size/2x4/Sudoku18_2x4 , 2.260846
py-sudokus/Size/2x4/Sudoku19_2x4 , 3.376081
py-sudokus/Size/2x4/Sudoku1_2x4 , 3.005966
py-sudokus/Size/2x4/Sudoku20_2x4 , 3.348956
py-sudokus/Size/2x4/Sudoku21_2x4 , 2.873661
py-sudokus/Size/2x4/Sudoku22_2x4 , 2.956999
py-sudokus/Size/2x4/Sudoku23_2x4 , 2.612377
py-sudokus/Size/2x4/Sudoku24_2x4 , 1.894477
py-sudokus/Size/2x4/Sudoku25_2x4 , 2.998937
py-sudokus/Size/2x4/Sudoku26_2x4 , 3.284822
py-sudokus/Size/2x4/Sudoku27_2x4 , 3.131654
py-sudokus/Size/2x4/Sudoku28_2x4 , 1.898601
py-sudokus/Size/2x4/Sudoku29_2x4 , 3.33392
py-sudokus/Size/2x4/Sudoku2_2x4 , 2.106998
py-sudokus/Size/2x4/Sudoku30_2x4 , 3.192085
py-sudokus/Size/2x4/Sudoku31_2x4 , 3.244563
py-sudokus/Size/2x4/Sudoku32_2x4 , 3.14214
py-sudokus/Size/2x4/Sudoku33_2x4 , 2.278144
py-sudokus/Size/2x4/Sudoku34_2x4 , 2.278354
py-sudokus/Size/2x4/Sudoku35_2x4 , 2.021707
py-sudokus/Size/2x4/Sudoku36_2x4 , 3.441288
py-sudokus/Size/2x4/Sudoku37_2x4 , 2.321393
py-sudokus/Size/2x4/Sudoku38_2x4 , 2.390348
py-sudokus/Size/2x4/Sudoku39_2x4 , 1.936631
py-sudokus/Size/2x4/Sudoku3_2x4 , 1.83215
py-sudokus/Size/2x4/Sudoku40_2x4 , 1.934544
py-sudokus/Size/2x4/Sudoku41_2x4 , 2.064005
py-sudokus/Size/2x4/Sudoku42_2x4 , 3.371216
py-sudokus/Size/2x4/Sudoku43_2x4 , 2.900511
py-sudokus/Size/2x4/Sudoku44_2x4 , 3.137718
py-sudokus/Size/2x4/Sudoku45_2x4 , 2.014456
py-sudokus/Size/2x4/Sudoku46_2x4 , 2.441889
py-sudokus/Size/2x4/Sudoku47_2x4 , 2.131939
py-sudokus/Size/2x4/Sudoku48_2x4 , 2.03201
py-sudokus/Size/2x4/Sudoku49_2x4 , 2.730203
py-sudokus/Size/2x4/Sudoku4_2x4 , 3.058043
py-sudokus/Size/2x4/Sudoku50_2x4 , 3.51179
py-sudokus/Size/2x4/Sudoku51_2x4 , 1.822331
py-sudokus/Size/2x4/Sudoku52_2x4 , 3.155618
py-sudokus/Size/2x4/Sudoku53_2x4 , 3.15143
py-sudokus/Size/2x4/Sudoku54_2x4 , 2.751409
py-sudokus/Size/2x4/Sudoku55_2x4 , 1.936168
py-sudokus/Size/2x4/Sudoku56_2x4 , 1.937324
py-sudokus/Size/2x4/Sudoku57_2x4 , 1.893621
py-sudokus/Size/2x4/Sudoku58_2x4 , 1.846894
py-sudokus/Size/2x4/Sudoku59_2x4 , 1.917767
py-sudokus/Size/2x4/Sudoku5_2x4 , 1.850431
py-sudokus/Size/2x4/Sudoku60_2x4 , 2.257965
py-sudokus/Size/2x4/Sudoku61_2x4 , 2.238811
py-sudokus/Size/2x4/Sudoku62_2x4 , 2.190226
py-sudokus/Size/2x4/Sudoku63_2x4 , 1.844209
py-sudokus/Size/2x4/Sudoku64_2x4 , 2.028831
py-sudokus/Size/2x4/Sudoku65_2x4 , 1.848587
